corredores.id-corredor,corredores.ageGroup,corredores.fullname,corredores.uri,corredores.nationality,corredores.sex,corredores.Club,corredores.Team,corredores.Sponsor(s),corredores.Description,corredores.Geral,corredores.20K,corredores.50K,corredores.100K,corredores.100m
6032186,20-34,Francesca BRUNA BOSCARIOLI RAMENZONI,6032186.francesca.brunaboscarioliramenzoni,BR,F,,,,,361,363,,,
6032188,35-39,Ana ALICE GONDO,6032188.ana.alicegondo,BR,F,,,,,361,362,,,
6032190,60-64,Edmara NEVES SILVA PELETEIRO,6032190.edmara.nevessilvapeleteiro,BR,F,,,,,360,361,,,
6032192,40-44,Maria INES SILVA DE SOUSA,6032192.maria.inessilvadesousa,BR,F,,,,,359,361,,,
6032194,20-34,Maria EUGENIA FERREIRA DA FONSECA,6032194.maria.eugeniaferreiradafonseca,BR,F,,,,,359,360,,,
6032196,35-39,Lucas JOSE,6032196.lucas.jose,BR,H,,,,,359,360,,,
6032198,55-59,Emilio QUINTANILHA JUNIOR,6032198.emilio.quintanilhajunior,BR,H,,,,,358,360,,,
6032200,45-49,Flavio VOLPINI,6032200.flavio.volpini,BR,H,,,,,358,360,,,
6032202,50-54,Rozana BARBOSA SANTANA,6032202.rozana.barbosasantana,BR,F,,,,,356,358,,,
6032204,50-54,Meireane LUCIDI MACIEL BAETA BARBOSA,6032204.meireane.lucidimacielbaetabarbosa,BR,F,,,,,354,355,,,
6032206,60-64,Tereza JERONIMA SALES,6032206.tereza.jeronimasales,BR,F,,,,,353,355,,,
6032208,20-34,Jose GOMES SOUTO,6032208.jose.gomessouto,BR,H,,,,,353,354,,,
6032210,40-44,Elenilda RAMOS DA CRUZ GOES,6032210.elenilda.ramosdacruzgoes,BR,F,,,,,352,354,,,
6032212,40-44,Haline RISSO BORGES,6032212.haline.rissoborges,BR,F,,,,,352,354,,,
6032214,55-59,Joao DONIZETTI MARTINS,6032214.joao.donizettimartins,BR,H,,,,,350,351,,,
6032216,35-39,Barbara GODOI MELO,6032216.barbara.godoimelo,BR,F,,,,,349,350,,,
6032218,20-34,Tamiris DA SILVA SIQUEIRA,6032218.tamiris.dasilvasiqueira,BR,F,,,,,349,350,,,
6032220,50-54,Dirceu BENEDITO DE SIQUEIRA,6032220.dirceu.beneditodesiqueira,BR,H,,,,,349,350,,,
6032222,45-49,Caroline GUGLIELMONI ABE ROSA,6032222.caroline.guglielmoniaberosa,BR,F,,,,,348,350,,,
6032224,20-34,Helena NOGUEIRA PEDROZINI,6032224.helena.nogueirapedrozini,BR,F,,,,,347,348,,,
6032226,50-54,Alcinda APARECIDA ROSA MARTINS,6032226.alcinda.aparecidarosamartins,BR,F,,,,,345,347,,,
6032228,20-34,Lucas MARIANO MARTINS,6032228.lucas.marianomartins,BR,H,,,,,345,346,,,
6032230,50-54,Luciana PORTO CAVALCANTE DA NOBREGA,6032230.luciana.portocavalcantedanobrega,BR,F,,,,,342,343,,,
6032232,40-44,Daniel DE ARAUJO FREITAS,6032232.daniel.dearaujofreitas,BR,H,,,,,342,343,,,
6032234,40-44,Raquel VENDRAME DOMICIANO PUGA,6032234.raquel.vendramedomicianopuga,BR,F,,,,,340,341,,,
6032236,55-59,Mira SILVA,6032236.mira.silva,BR,F,,,,,339,341,,,
6032238,40-44,Emerson DA SILVA SANTOS,6032238.emerson.dasilvasantos,BR,H,,,,,338,340,,,
6032240,35-39,Bruno HENRIQUE NUNES PEREIRA,6032240.bruno.henriquenunespereira,BR,H,,,,,335,337,,,
6032242,35-39,Thamiris DI BASTIANI ANDRADE,6032242.thamiris.dibastianiandrade,BR,F,,,,,335,337,,,
6032244,45-49,Juliana SANCHES,6032244.juliana.sanches,BR,F,,,,,335,336,,,
6032246,20-34,Isabela MARIA PEREIRA LOPES,6032246.isabela.mariapereiralopes,BR,F,,,,,334,335,,,
6032248,50-54,Dulcineia PEREIRA MARIZ,6032248.dulcineia.pereiramariz,BR,F,,,,,334,335,,,
6032252,45-49,Helber SUNAO TAKAHASHI,6032252.helber.sunaotakahashi,BR,H,,,,,332,333,,,
6032254,20-34,Flavia SALLES FERRO,6032254.flavia.sallesferro,BR,F,,,,,331,332,,,
6032256,35-39,Joao PAULO JANUARIO,6032256.joao.paulojanuario,BR,H,,,,,330,331,,,
6032258,40-44,Marcus VINICIUS CASTRO ALVES,6032258.marcus.viniciuscastroalves,BR,H,,,,,330,331,,,
6032260,20-34,Jasmine DE MELLO FERRAZ,6032260.jasmine.demelloferraz,BR,F,,,,,329,330,,,
6032262,35-39,Roberto DE SA DAMASO JT,6032262.roberto.desadamasojt,BR,H,,,,,329,330,,,
6032264,40-44,Robson MOULIN DA SILVA,6032264.robson.moulindasilva,BR,H,,,,,328,329,,,
6032266,35-39,Gustavo HENRIQUE TAVONE HERMENEGILDO,6032266.gustavo.henriquetavonehermenegildo,BR,H,,,,,327,328,,,
6032268,45-49,Andrea APARECIDA DE SOUZA,6032268.andrea.aparecidadesouza,BR,F,,,,,326,327,,,
6032270,20-34,Natalia DE SOUZA SILVA,6032270.natalia.desouzasilva,BR,F,,,,,326,327,,,
6032272,45-49,Rozilda MEDEIROS DE LIMA,6032272.rozilda.medeirosdelima,BR,F,,,,,326,327,,,
6032274,50-54,Mariana MALVEZZI,6032274.mariana.malvezzi,BR,F,,,,,325,326,,,
6032276,40-44,Vinicius MILHOMEM DE ARAUJO,6032276.vinicius.milhomemdearaujo,BR,H,,,,,325,326,,,
6032278,40-44,Antonio SALES OLIVEIRA COELHO,6032278.antonio.salesoliveiracoelho,BR,H,,,,,324,325,,,
6032280,50-54,Julio CESAR DE ANDRADE,6032280.julio.cesardeandrade,BR,H,,,,,323,324,,,
6032282,40-44,Tatiana ASSIS DE MARINS PENHA,6032282.tatiana.assisdemarinspenha,BR,F,,,,,323,324,,,
6032284,35-39,Igor CARMO BORGES,6032284.igor.carmoborges,BR,H,,,,,323,324,,,
6032286,20-34,Giovanna FERNANDA GREGORIO,6032286.giovanna.fernandagregorio,BR,F,,,,,322,323,,,
6032288,20-34,Thayane SOUSA SILVA MATOS,6032288.thayane.sousasilvamatos,BR,F,,,,,322,323,,,
6032290,45-49,Kelly NIGLIO DE LUCA,6032290.kelly.nigliodeluca,BR,F,,,,,320,321,,,
6032292,45-49,Daniele CRISTINE SANTOS DA CRUZ,6032292.daniele.cristinesantosdacruz,BR,F,,,,,315,316,,,
6032294,40-44,Cleber JOSE DE AZEVEDO,6032294.cleber.josedeazevedo,BR,H,,,,,315,316,,,
6032296,20-34,Gabriela PATRICIO TERSI,6032296.gabriela.patriciotersi,BR,F,,,,,312,313,,,
6032298,45-49,Alessandra GRILLO SANTOS,6032298.alessandra.grillosantos,BR,F,,,,,309,310,,,
6032300,45-49,Maria RITA DE OLIVEIRA VICENTE FERREIRA UEMURA,6032300.maria.ritadeoliveiravicenteferreirauemura,BR,F,,,,,307,308,,,
6032302,40-44,Juliana ARANTES MANHA,6032302.juliana.arantesmanha,BR,F,,,,,302,303,,,
6032304,40-44,Thalyta SILVA,6032304.thalyta.silva,BR,F,,,,,302,303,,,
6032306,35-39,Alercia RODRIGUES GONCALVES,6032306.alercia.rodriguesgoncalves,BR,F,,,,,301,302,,,
6032308,40-44,Priscila SILVA FRANCO MAGNOTTI,6032308.priscila.silvafrancomagnotti,BR,F,,,,,300,301,,,
6032310,55-59,Rita BATISTINA DA SILVA MACIEL,6032310.rita.batistinadasilvamaciel,BR,F,,,,,300,301,,,
6032312,55-59,Claudia FERNANDES,6032312.claudia.fernandes,BR,F,,,,,299,300,,,
6032314,20-34,Osmar SCRIVANTE NETO,6032314.osmar.scrivanteneto,BR,H,,,,,296,297,,,
6032316,40-44,Francine NUNES SAUEIA KETERER,6032316.francine.nunessaueiaketerer,BR,F,,,,,295,297,,,
6032318,45-49,Juliana MARIA DE OLIVEIRA PUGA,6032318.juliana.mariadeoliveirapuga,BR,F,,,,,292,294,,,
6032320,60-64,Celso ROCHA GRECCO,6032320.celso.rochagrecco,BR,H,,,,,292,293,,,
6032322,60-64,Rosa MARIA DE LEMOS NORONHA,6032322.rosa.mariadelemosnoronha,BR,F,,,,,291,293,,,
6032324,35-39,Diego DO NASCIMENTO DOS SANTOS,6032324.diego.donascimentodossantos,BR,H,,,,,291,292,,,
6032326,20-34,Aline DA SILVA MORAES,6032326.aline.dasilvamoraes,BR,F,,,,,286,287,,,
6032328,35-39,Ivaneide ROCHA DE OLIVEIRA,6032328.ivaneide.rochadeoliveira,BR,F,,,,,284,285,,,
6032330,20-34,Tarciana SARAIVA SENA,6032330.tarciana.saraivasena,BR,F,,,,,281,282,,,
6032332,50-54,Claudenice DA SILVA SOUZA,6032332.claudenice.dasilvasouza,BR,F,,,,,280,281,,,
6032334,40-44,Marcelo DA FONSECA,6032334.marcelo.dafonseca,BR,H,,,,,279,280,,,
6032336,45-49,Gabriella RICHETTI,6032336.gabriella.richetti,BR,F,,,,,274,275,,,
6032338,20-34,Lucca ALTAREJO CARVILHE,6032338.lucca.altarejocarvilhe,BR,H,,,,,270,271,,,
6032340,40-44,Leonardo MEDINA POVEDA,6032340.leonardo.medinapoveda,BR,H,,,,,269,271,,,
6032342,40-44,Edde NOEMIA ORLANDINI RODRIGUES,6032342.edde.noemiaorlandinirodrigues,BR,F,,,,,264,265,,,
6032344,50-54,Cleonice MEDEIROS LIMA,6032344.cleonice.medeiroslima,BR,F,,,,,263,264,,,
6032346,50-54,Ligia ANDREA DANTAS DE MIRANDA,6032346.ligia.andreadantasdemiranda,BR,F,,,,,262,263,,,
6032348,40-44,Maria BEATRIZ BERARD,6032348.maria.beatrizberard,BR,F,,,,,262,263,,,
6032350,55-59,Conceicao DE MARIA FERNANDES CARVALHO,6032350.conceicao.demariafernandescarvalho,BR,F,,,,,260,261,,,
6032352,70-74,Celso T BRUDER,6032352.celso.tbruder,BR,H,,,,,257,258,,,
6032354,45-49,Tatiana LIMA ARAUJO COUTINHO,6032354.tatiana.limaaraujocoutinho,BR,F,,,,,254,255,,,
6032356,35-39,Thalyane MENDES FRANCA,6032356.thalyane.mendesfranca,BR,F,,,,,251,252,,,
6032358,55-59,Celia REGINA DA CRUZ DE PAULA,6032358.celia.reginadacruzdepaula,BR,F,,,,,246,247,,,
6032360,60-64,Valdir ROBERTO BALBO,6032360.valdir.robertobalbo,BR,H,,,,,237,238,,,
6032362,40-44,Byanca REINAS,6032362.byanca.reinas,BR,F,,,,,237,238,,,
6032364,40-44,Marlos BRASIL SILVA DOS SANTOS,6032364.marlos.brasilsilvadossantos,BR,H,,,,,237,238,,,
6032366,35-39,Anna LAURA AMERICO,6032366.anna.lauraamerico,BR,F,,,,,237,238,,,
6032368,55-59,Clebioneide SABINO FERREIRA,6032368.clebioneide.sabinoferreira,BR,F,,,,,237,238,,,
6032370,35-39,Lara GARCIA INGEGNERI,6032370.lara.garciaingegneri,BR,F,,,,,233,234,,,
6032372,20-34,Elizangela ALVES DA COSTA,6032372.elizangela.alvesdacosta,BR,F,,,,,226,227,,,
6032374,35-39,Luciara MARIA DE OLIVEIRA,6032374.luciara.mariadeoliveira,BR,F,,,,,225,225,,,
6032376,50-54,Denise APARECIDA FERREIRA,6032376.denise.aparecidaferreira,BR,F,,,,,224,224,,,
395551,45-49,Celio AUGUSTO ROSA,395551.celio.augustorosa,BR,H,,,,,824,766,791,815,
395593,45-49,Carlos EDUARDO MARINGOLI,395593.carlos.eduardomaringoli,BR,H,CM Ultra,CM Ultra,Eliane Ferriani Arquiteta,,464,408,462,432,444
395619,35-39,Neto CONCON,395619.neto.concon,BR,H,,Paraty Brazil by UTMB,,,368,367,305,,
403849,50-54,Eduardo BATISTELLI,403849.eduardo.batistelli,BR,H,,,,,447,436,448,,
403942,55-59,Rosangela GOMES-DE BRITO,403942.rosangela.gomesdebrito,BR,F,,,,,407,,409,,
754714,50-54,Martim MACHADO,754714.martim.machado,BR,H,,Alma Run,,,424,,426,,
757260,40-44,Weliton CARIUS,757260.weliton.carius,BR,H,,,,,664,,663,,
822567,50-54,Luciane SANTANA,822567.luciane.santana,BR,F,,,,,506,,505,,
824096,45-49,Henrique GONCALVES COELHO,824096.henrique.goncalvescoelho,BR,H,,,,,465,466,441,,
1052387,40-44,Eduardo ANDRADE ALVES,1052387.eduardo.andradealves,BR,H,,,,,425,,427,,
1139137,35-39,Rocco DIAS,1139137.rocco.dias,BR,H,,,,,523,520,519,,
1139149,20-34,Luciane DE MEDEIROS-PEREIRA-DA SILVA,1139149.luciane.demedeirospereiradasilva,BR,F,,,,,636,,639,,
1143515,35-39,Marcos Vinicius PARISOTTO,1143515.marcosvinicius.parisotto,BR,H,,,,,590,,591,501,
1390187,60-64,Osmar TAVARES,1390187.osmar.tavares,BR,H,Academia Gandhi ,G&D RUNNERS ,GANDHI ACADEMIA ,,428,427,361,,
1516123,60-64,Cleide BALBO,1516123.cleide.balbo,BR,F,,,,,400,,399,,
1535425,40-44,Fabiana PEDERZOLI,1535425.fabiana.pederzoli,BR,F,,,,,434,434,409,,
1659133,35-39,Marcelo HENRIQUE MIRANDA,1659133.marcelo.henriquemiranda,BR,H,S�o Paulo,Individual ,Individual,,428,401,421,428,
1736545,45-49,Fernanda S� GRANJA,1736545.fernanda.sagranja,BR,F,,,,,305,,306,,
1736651,40-44,Guilherme GRAF,1736651.guilherme.graf,BR,H,,,,,376,375,349,,
1768797,35-39,Joelso CORDEIRO,1768797.joelso.cordeiro,BR,H,TO2RUN,TO2RUN,TO2RUN,,707,641,710,658,589
1776429,35-39,Fabio SCAPUCCIN,1776429.fabio.scapuccin,BR,H,,,,,500,487,501,,
1898309,50-54,Gabriel CLAUZET,1898309.gabriel.clauzet,BR,H,,,,,345,,346,,
1900403,50-54,Fabio MAIA,1900403.fabio.maia,BR,H,the RUN,the RUN,,,405,,404,,
1979297,35-39,Francisco ORAN LIMA,1979297.francisco.oranlima,BR,H,,,,,304,303,302,,
2071309,50-54,Jos� CELSO GON�ALVES,2071309.jose.celsogoncalves,BR,H,,,,,515,507,513,,
2178333,60-64,Jose GERALDO,2178333.jose.geraldo,BR,H,,,,,444,,443,,
2193419,20-34,Ayslan MIRAGAIA,2193419.ayslan.miragaia,BR,H,,,,,767,760,750,,
2193701,55-59,Arnaldo DE OLIVEIRA MESSIAS,2193701.arnaldo.deoliveiramessias,BR,H,,,,,367,,368,,
2265707,40-44,Mauricio PAZIAN MARTINS,2265707.mauricio.pazianmartins,BR,H,,,,,744,690,742,,
2310753,40-44,Adriano MARTINS DOS ANJOS,2310753.adriano.martinsdosanjos,BR,H,,,,,568,,567,,
2351849,40-44,Leonardo SANTOS,2351849.leonardo.santos,BR,H,,,,,670,671,600,618,
2494345,45-49,Flavio AMARAL,2494345.flavio.amaral,BR,H,,,,,276,,278,,
2516445,45-49,Fabio MICHEL SANTIAGO,2516445.fabio.michelsantiago,BR,H,,,,,435,381,436,,
2531305,55-59,Jose WILTON FERREIRA DA SILVA,2531305.jose.wiltonferreiradasilva,BR,H,,,,,415,,415,,
2532611,50-54,Paulo ALONSO,2532611.paulo.alonso,BR,H,,,,,446,445,427,,
2623403,35-39,Wellington ROBERTO NORONHA,2623403.wellington.robertonoronha,BR,H,,Team Noronha,Salomon Brasil,,828,763,786,830,
2687321,45-49,Priscila DE OLIVEIRA,2687321.priscila.deoliveira,BR,F,,,,,539,508,541,,
3006183,40-44,Leandro AGOSTINI,3006183.leandro.agostini,BR,H,Myself,Goliaz,Myself,,364,336,365,,
3007731,55-59,Jeferson PACCHIONI,3007731.jeferson.pacchioni,BR,H,,,,,374,,374,,
3014815,45-49,Eustaquio DA SILVA REIS JUNIOR,3014815.eustaquio.dasilvareisjunior,BR,H,,,,,372,,371,,
3304805,45-49,Ana GIOVANELLI,3304805.ana.giovanelli,BR,F,,,,,542,452,543,,
3358187,40-44,Ricardo CARVALHO,3358187.ricardo.carvalho,BR,H,,,,,483,443,484,,
3503747,35-39,Danielle CONCEICAO SILVA,3503747.danielle.conceicaosilva,BR,F,,,,,296,,297,,
3685747,40-44,Emerson GOMES DE MATOS,3685747.emerson.gomesdematos,BR,H,,,,,297,,298,,
3834693,35-39,Luis GUSTAVO FERNANDES ARDITO,3834693.luis.gustavofernandesardito,BR,H,,,,,560,527,558,527,
3898273,65-69,Rhelman ROSSANO URZEDO QUEIROZ,3898273.rhelman.rossanourzedoqueiroz,BR,H,,,,,509,,511,,
3898291,65-69,Zilda MARIA CARDOSO NETTO,3898291.zilda.mariacardosonetto,BR,F,,,,,387,343,386,,
3898389,40-44,Marcos ROBERTO DE MORAES,3898389.marcos.robertodemoraes,BR,H,,,,,673,645,671,,
3921379,40-44,Adriana GUIMARAES,3921379.adriana.guimaraes,BR,F,,,,,453,436,452,,
4087040,35-39,Cesar DOMINGOS,4087040.cesar.domingos,BR,H,Savana Trail Club,GO ON Outdoor,Myself,,658,640,652,,
4248961,40-44,Anderson DA SILVA GOMES,4248961.anderson.dasilvagomes,BR,H,,,,,502,500,467,502,
4249121,40-44,Cristiane CAPUTO TERCI PESCARMONA,4249121.cristiane.caputotercipescarmona,BR,F,,JVM TRAIL RUN,,,384,,384,,
4306629,45-49,Wilson LUIZ VALIM ZERBINATTI,4306629.wilson.luizvalimzerbinatti,BR,H,,,,,401,,400,,
4306688,45-49,Wislann ALVES DOS SANTOS,4306688.wislann.alvesdossantos,BR,H,,,,,466,,467,,
4310228,40-44,Mariana BALESTRA,4310228.mariana.balestra,BR,F,floow,,,,480,480,470,468,
4310229,55-59,Silvia DE ANDRADE,4310229.silvia.deandrade,BR,F,,,,,460,459,391,,
4337146,35-39,Ramon DE OLIVEIRA LAPA,4337146.ramon.deoliveiralapa,BR,H,,,,,675,665,649,,
4366120,40-44,Fernanda BUCATER,4366120.fernanda.bucater,BR,F,,,,,523,519,511,,
4366338,20-34,Lucas ALVES TEIXEIRA,4366338.lucas.alvesteixeira,BR,H,,,,,643,577,645,,
4401320,40-44,Andre LUIZ MAPA,4401320.andre.luizmapa,BR,H,,,,,756,745,739,,
4401380,60-64,Marcos SAKAKI,4401380.marcos.sakaki,BR,H,,,,,460,439,459,,
4401486,20-34,Rafael OVANDO SILVA ROCHA,4401486.rafael.ovandosilvarocha,BR,H,,,,,599,,582,,
4401512,20-34,Adailton TINOCO MENDONCA,4401512.adailton.tinocomendonca,BR,H,,,,,561,512,562,,
4401610,20-34,Carolina STOHLIRCK,4401610.carolina.stohlirck,BR,F,,,,,383,373,383,,
4401672,20-34,Camila RODRIGUES BARBOSA BAHMED,4401672.camila.rodriguesbarbosabahmed,BR,F,,,,,462,366,463,,
4401804,40-44,Hugo DE SOUZA KNUIVERS,4401804.hugo.desouzaknuivers,BR,H,,,,,271,,269,,
4555594,35-39,Marisa DORTA,4555594.marisa.dorta,BR,F,,,,,545,526,544,,
4555634,35-39,Luhan ISAAC SIMAN,4555634.luhan.isaacsiman,BR,H,,,,,254,247,254,,
4731494,35-39,Natalia BELO VOLPE,4731494.natalia.belovolpe,BR,F,,,,,421,,423,,
4747056,40-44,Davi ALMEIDA,4747056.davi.almeida,BR,H,,,,,566,,567,,
4754142,40-44,Thiago PESTANA RAMOS,4754142.thiago.pestanaramos,BR,H,,,,,477,468,479,,
4772370,45-49,Vitor HUGO RODRIGUES DE DEUS,4772370.vitor.hugorodriguesdedeus,BR,H,,,,,467,466,392,,
4816124,20-34,Rai FREITAS,4816124.rai.freitas,BR,H,,TIRARUNNERS,,,435,389,437,,
4853152,40-44,Eduardo JOSE DA SILVA,4853152.eduardo.josedasilva,BR,H,,,,,674,615,677,,
4858160,70-74,P�rcio FOLEGO,4858160.percio.folego,BR,H,,,,,322,316,323,,
4875826,40-44,Decio MARTINS,4875826.decio.martins,BR,H,,,,,366,316,365,,
4914595,50-54,Adriano ATTARD BUENO,4914595.adriano.attardbueno,BR,H,,Live!+ Assessoria Esportiva,Natus Nata��o Porto Feliz,,439,438,391,,
4914849,40-44,Fernando LEME SANCHES,4914849.fernando.lemesanches,BR,H,Votorantim Trail Run,mbperformance,None,,361,328,361,,
4915151,40-44,Eduardo AMBROSIO,4915151.eduardo.ambrosio,BR,H,,JVM Trail Run,,,496,494,490,,
4915173,55-59,Paulo Armando CARNEIRO DO REGO,4915173.pauloarmando.carneirodorego,BR,H,,Team Carius,,,415,,417,,
4915255,35-39,Cassiano JARDIM,4915255.cassiano.jardim,BR,H,,Upfit Trail,,,400,401,369,,
4915417,35-39,Daniele ROSENDO DOS SANTOS,4915417.daniele.rosendodossantos,BR,F,,,,,428,425,428,,
4915451,50-54,Cintia REZENDE LUIZ MOTA,4915451.cintia.rezendeluizmota,BR,F,,Sa�de Performance ,,,392,,393,,
4919877,45-49,Jaime ROCHA,4919877.jaime.rocha,BR,H,,,,,425,408,426,,
4921668,20-34,Caio NEVES,4921668.caio.neves,BR,H,,Tribo Ativa,,,583,583,546,,
4921736,50-54,Hebeler ERIK,4921736.hebeler.erik,BR,H,,,,,350,,350,,
4923164,20-34,Elber PESSANHA,4923164.elber.pessanha,BR,H,,,,,515,406,516,,
4934917,20-34,Bernardo RAMOS SCARLATELLI,4934917.bernardo.ramosscarlatelli,BR,H,ML Mix Run,ML Mix Run,,,668,542,670,,
4973891,20-34,Gustavo DALLA VECCHIA,4973891.gustavo.dallavecchia,BR,H,,,,,596,596,584,,
4989742,20-34,Kamilla TORRALBO,4989742.kamilla.torralbo,BR,F,,,,,561,523,563,,
5012895,60-64,Ruy SALVADOR DE OLIVEIRA FILHO,5012895.ruy.salvadordeoliveirafilho,BR,H,,,,,351,352,334,,
5027354,20-34,Kaue FRANZ LUCHIANI RODRIGUES,5027354.kaue.franzluchianirodrigues,BR,H,,,,,553,,556,,
5027360,20-34,Marcelo EGYDIO,5027360.marcelo.egydio,BR,H,,,,,618,,619,,
5027362,40-44,Daniel MENDES NETO,5027362.daniel.mendesneto,BR,H,,,,,520,,522,,
5027366,20-34,Luiz EMANOEL DOS REIS,5027366.luiz.emanoeldosreis,BR,H,,,,,623,,625,,
5027448,40-44,Vinicius PRADO BRANDAO,5027448.vinicius.pradobrandao,BR,H,,,,,509,,511,,
5027460,35-39,Diego HENRIQUE MENDES ANDRADE,5027460.diego.henriquemendesandrade,BR,H,,,,,384,,386,,
5027480,45-49,Rafael RONDON,5027480.rafael.rondon,BR,H,,,,,382,,383,,
5027490,40-44,Gabriel SERRASQUEIRO,5027490.gabriel.serrasqueiro,BR,H,,,,,363,,364,,
5028346,35-39,Luiz PAULO DE TARSO LEME,5028346.luiz.paulodetarsoleme,BR,H,,,,,467,448,468,,
5028362,40-44,Samanta M�XIMO DA SILVA,5028362.samanta.maximodasilva,BR,F,,,,,440,438,428,,
5028368,45-49,Luiz PAULO VOLPE,5028368.luiz.paulovolpe,BR,H,,,,,444,428,444,,
5028442,45-49,Flavio AMBROSIO,5028442.flavio.ambrosio,BR,H,,,,,476,376,478,,
5028466,45-49,Vanderlice DOS SANTOS ANDRADE SOL,5028466.vanderlice.dossantosandradesol,BR,F,,,,,364,363,335,,
5028468,45-49,Glaucius Djalma PEREIRA JUNIOR,5028468.glauciusdjalma.pereirajunior,BR,H,Floow,Floow,none,,372,360,374,,
5028528,40-44,Igor THADEU SANTANA MACIEL,5028528.igor.thadeusantanamaciel,BR,H,,,,,414,412,414,,
5028566,35-39,Fabiola STAGNI,5028566.fabiola.stagni,BR,F,,,,,368,311,369,,
5028568,35-39,Filipe DE SOUSA PINHEIRO,5028568.filipe.desousapinheiro,BR,H,,,,,368,311,369,,
5028586,45-49,Igor MARIO CUTRIM DOS SANTOS,5028586.igor.mariocutrimdossantos,BR,H,,,,,348,312,349,,
5028628,20-34,Fernanda RACHID,5028628.fernanda.rachid,BR,F,,,,,304,286,305,,
5086580,35-39,Adelvan SANTANA DE SOUZA,5086580.adelvan.santanadesouza,BR,H,,,,,623,624,514,,
5086586,35-39,Anderson SABINO DA FONSECA,5086586.anderson.sabinodafonseca,BR,H,,,,,584,583,511,,
5086662,35-39,Daniel Massao NODA NOGI,5086662.danielmassao.nodanogi,BR,H,,Mahira Braga Team,,,360,352,360,,
5086668,35-39,Luis FERNANDO DIAS DE SOUZA,5086668.luis.fernandodiasdesouza,BR,H,,,,,401,396,401,,
5086714,40-44,Luiz FERNANDO NASCIMENTO BARBOSA,5086714.luiz.fernandonascimentobarbosa,BR,H,,,,,450,448,403,,
5086732,35-39,Maria LUIZA ALENCAR FERNANDES,5086732.maria.luizaalencarfernandes,BR,F,,,,,442,438,441,,
5086742,35-39,Vinicios MASCARENHAS,5086742.vinicios.mascarenhas,BR,H,,,,,,,,,
5114952,45-49,Jeferson LUIS DA SILVA,5114952.jeferson.luisdasilva,BR,H,,,,,513,485,514,,
5157563,35-39,Karl MATTOS,5157563.karl.mattos,BR,H,,Iron Runner,,,399,399,365,,
5227987,40-44,Catia DE JESUS,5227987.catia.dejesus,BR,F,,,,,478,465,479,,
5332052,40-44,Vivian CORTINES PEREIRA,5332052.vivian.cortinespereira,BR,F,,,,,428,347,429,,
5337850,40-44,Glauco RENATO DE MORAES,5337850.glauco.renatodemoraes,BR,H,,,,,480,478,479,,
5337932,45-49,Fernanda SANTOS E ZANIN,5337932.fernanda.santosezanin,BR,F,,avulso,zaninmultimarcas.com.br,,366,366,288,,
5347153,45-49,Sergio CANDIDO DE OLIVEIRA,5347153.sergio.candidodeoliveira,BR,H,,,,,454,449,454,,
5396165,50-54,Adenilson RIBEIRO DA CONCEICAO,5396165.adenilson.ribeirodaconceicao,BR,H,,,,,679,679,558,,
5396205,20-34,Gabriel GRANDE,5396205.gabriel.grande,BR,H,,,,,423,382,424,,
5467441,20-34,Filipe BREDA CHAVES,5467441.filipe.bredachaves,BR,H,,,,,490,464,491,,
5482873,35-39,Willian FRANCISCO TEIXEIRA,5482873.willian.franciscoteixeira,BR,H,,,,,602,605,559,,
5514398,50-54,Takuji NAKASHIMA,5514398.takuji.nakashima,BR,H,,,,,402,403,396,,
5514678,20-34,Lucas DINIZ,5514678.lucas.diniz,BR,H,,,,,407,373,409,,
5515236,50-54,Silvana ALVES,5515236.silvana.alves,BR,F,,,,,378,378,351,,
5516584,20-34,Rafael GIROTTO,5516584.rafael.girotto,BR,H,,,,,441,441,413,,
5685188,45-49,Fabricio MENEZES DOS SANTOS,5685188.fabricio.menezesdossantos,BR,H,,,,,392,393,377,,
5759644,35-39,Vitor GARCIA MOREIRA,5759644.vitor.garciamoreira,BR,H,,,,,420,420,416,,
5882266,20-34,Mikael MARTINS,5882266.mikael.martins,BR,H,,,,,678,583,679,,
5882580,20-34,Andreia APARECIDA MOREIRA,5882580.andreia.aparecidamoreira,BR,F,,,,,408,409,393,,
5972310,45-49,Marcio HOEPERS,5972310.marcio.hoepers,BR,H,,,,,416,416,394,,
6032580,35-39,Matheus FREIRE,6032580.matheus.freire,BR,H,,,,,376,374,327,,
6032588,60-64,Zenilde FURTADO PRIETO,6032588.zenilde.furtadoprieto,BR,F,,,,,307,,308,,
6032590,40-44,Cristiane BORTOLOTTI THOMAZ,6032590.cristiane.bortolottithomaz,BR,F,,,,,306,,307,,
6032592,35-39,Henrique LEONI,6032592.henrique.leoni,BR,H,,,,,304,,305,,
395552,45-49,Marcio SOUZA,395552.marcio.souza,BR,H,,,,,597,,599,,
401412,45-49,Rosalia GUARISCHI,401412.rosalia.guarischi,BR,F,,,,,565,,563,532,525
669809,40-44,Leonardo BOHRER,669809.leonardo.bohrer,BR,H,BFTEAM ,BFTEAM ,,,587,589,521,,
756754,50-54,Elisa MATTOS,756754.elisa.mattos,BR,F,,,,,392,393,,,
772336,50-54,Cristiane VIANNA,772336.cristiane.vianna,BR,F,,,,,485,470,484,,
872804,75-79,Ezequiel-Vicente GONGORA,872804.ezequielvicente.gongora,BR,H,,,,,,,,,
